paper,conf,year,doi,position,name,orcid,identity
agile_2019_009,agile,2019,10.1007/978-3-030-14745-7_9,2,Simon Scheider,0000-0002-2267-4810,orcid:0000-0002-2267-4810
agile_2019_009,agile,2019,10.1007/978-3-030-14745-7_9,3,Bas Spierings,,name:bas spierings
agile_2019_017,agile,2019,10.1007/978-3-030-14745-7_17,1,Stefan Kern,,name:kern stefan
agile_2019_017,agile,2019,10.1007/978-3-030-14745-7_17,2,Johannes Scholz,0000-0002-3212-8864,orcid:0000-0002-3212-8864
agile_2021_005,agile,2021,10.5194/agile-giss-2-5-2021,1,Monika Kopecká,0000-0002-8191-0393,orcid:0000-0002-8191-0393
agile_2021_005,agile,2021,10.5194/agile-giss-2-5-2021,2,Daniel Szatmári,0000-0001-8065-0625,orcid:0000-0001-8065-0625
agile_2021_005,agile,2021,10.5194/agile-giss-2-5-2021,3,Juraj Holec,0000-0001-8355-7477,orcid:0000-0001-8355-7477
agile_2021_005,agile,2021,10.5194/agile-giss-2-5-2021,4,Ján Feranec,0000-0001-7859-3983,orcid:0000-0001-7859-3983
agile_2021_013,agile,2021,10.5194/agile-giss-2-13-2021,1,Martin Schmidl,,name:martin schmidl
agile_2021_013,agile,2021,10.5194/agile-giss-2-13-2021,2,Gerhard Navratil,0000-0002-2978-5724,orcid:0000-0002-2978-5724
agile_2021_013,agile,2021,10.5194/agile-giss-2-13-2021,3,Ioannis Giannopoulos,0000-0002-2556-5230,orcid:0000-0002-2556-5230
agile_2020_004,agile,2020,10.5194/agile-giss-1-5-2020,1,Thomas Gründemann,,name:grundemann thomas
agile_2020_004,agile,2020,10.5194/agile-giss-1-5-2020,2,Dirk Burghardt,0000-0003-2949-4887,orcid:0000-0003-2949-4887
agile_2020_012,agile,2020,10.5194/agile-giss-1-13-2020,1,Gengchen Mai,0000-0002-7818-7309,orcid:0000-0002-7818-7309
agile_2020_012,agile,2020,10.5194/agile-giss-1-13-2020,2,Krzysztof Janowicz,,orcid:0009-0003-1968-887X
agile_2020_012,agile,2020,10.5194/agile-giss-1-13-2020,3,Sathya Prasad,,name:prasad sathya
agile_2020_012,agile,2020,10.5194/agile-giss-1-13-2020,4,Meilin Shi,0000-0001-6039-7810,orcid:0000-0001-6039-7810
agile_2020_012,agile,2020,10.5194/agile-giss-1-13-2020,5,Ling Cai,0000-0001-7106-4907,orcid:0000-0001-7106-4907
agile_2020_012,agile,2020,10.5194/agile-giss-1-13-2020,6,Rui Zhu,0000-0002-8910-9445,orcid:0000-0002-8910-9445
agile_2020_012,agile,2020,10.5194/agile-giss-1-13-2020,7,Blake Regalia,0000-0001-9303-1591,orcid:0000-0001-9303-1591
agile_2020_012,agile,2020,10.5194/agile-giss-1-13-2020,8,Ni Lao,0000-0002-4034-7784,orcid:0000-0002-4034-7784
agile_2020_020,agile,2020,10.5194/agile-giss-1-21-2020,1,Tobias Werner,0009-0008-2747-5168,orcid:0009-0008-2747-5168
agile_2020_020,agile,2020,10.5194/agile-giss-1-21-2020,2,Thomas Brinkhoff,0000-0002-5692-7855,orcid:0000-0002-5692-7855
agile_2022_002,agile,2022,10.5194/agile-giss-3-2-2022,1,Guoray Cai,0000-0002-5189-8442,orcid:0000-0002-5189-8442
agile_2022_002,agile,2022,10.5194/agile-giss-3-2-2022,2,Yimu Pan,,name:pan yimu
agile_2022_010,agile,2022,10.5194/agile-giss-3-10-2022,1,Tom Niers,0000-0002-5746-8590,orcid:0000-0002-5746-8590
agile_2022_010,agile,2022,10.5194/agile-giss-3-10-2022,2,Jan Stenkamp,0000-0003-1100-4907,orcid:0000-0003-1100-4907
agile_2022_010,agile,2022,10.5194/agile-giss-3-10-2022,3,Nick Pascal Jakuschona,0000-0001-6286-8022,orcid:0000-0001-6286-8022
agile_2022_010,agile,2022,10.5194/agile-giss-3-10-2022,4,Thomas Bartoschek,0000-0002-0882-1036,orcid:0000-0002-0882-1036
agile_2022_010,agile,2022,10.5194/agile-giss-3-10-2022,5,Sven Schade,0000-0001-5677-5209,orcid:0000-0001-5677-5209
agile_2023_008,agile,2023,10.5194/agile-giss-4-9-2023,1,Eva Nuhn,0000-0003-2443-8122,orcid:0000-0003-2443-8122
agile_2023_008,agile,2023,10.5194/agile-giss-4-9-2023,2,Kai Hamburger,,name:hamburger kai
agile_2023_008,agile,2023,10.5194/agile-giss-4-9-2023,3,Sabine Timpf,0000-0002-7964-4110,orcid:0000-0002-7964-4110
agile_2024_002,agile,2024,10.5194/agile-giss-5-3-2024,1,Clément Colin,0000-0003-4786-9080,orcid:0000-0003-4786-9080
agile_2024_002,agile,2024,10.5194/agile-giss-5-3-2024,2,Diego Vinasco-Alvarez,0000-0002-7171-5754,orcid:0000-0002-7171-5754
agile_2024_002,agile,2024,10.5194/agile-giss-5-3-2024,3,John Samuel,0000-0001-8721-7007,orcid:0000-0001-8721-7007
agile_2024_002,agile,2024,10.5194/agile-giss-5-3-2024,4,Sylvie Servigne,,name:servigne sylvie
agile_2024_002,agile,2024,10.5194/agile-giss-5-3-2024,5,Christophe Bortolaso,,name:bortolaso christophe
agile_2024_002,agile,2024,10.5194/agile-giss-5-3-2024,6,Gilles Gesquière,0000-0001-7088-1067,orcid:0000-0001-7088-1067
agile_2024_010,agile,2024,10.5194/agile-giss-5-11-2024,1,Daniela F. Milon-Flores,0000-0002-3587-4838,orcid:0000-0002-3587-4838
agile_2024_010,agile,2024,10.5194/agile-giss-5-11-2024,2,Camille Bernard,0000-0003-2246-6568,orcid:0000-0003-2246-6568
agile_2024_010,agile,2024,10.5194/agile-giss-5-11-2024,3,Jérôme Gensel,0000-0003-1398-7118,orcid:0000-0003-1398-7118
agile_2024_010,agile,2024,10.5194/agile-giss-5-11-2024,4,Grégory Giuliani,0000-0002-1825-8865,orcid:0000-0002-1825-8865
agile_2024_010,agile,2024,10.5194/agile-giss-5-11-2024,5,Bruno Chatenoux,0000-0001-9947-2945,orcid:0000-0001-9947-2945
agile_2024_010,agile,2024,10.5194/agile-giss-5-11-2024,6,Hy Dao,0000-0002-0779-8110,orcid:0000-0002-0779-8110
giscience_2016_007,giscience,2016,10.1007/978-3-319-45738-3_7,1,Takeshi Shirabe,0000-0001-5572-7395,orcid:0000-0001-5572-7395
giscience_2016_015,giscience,2016,10.1007/978-3-319-45738-3_15,1,Matt Duckham,0000-0002-7249-6709,orcid:0000-0002-7249-6709
giscience_2016_015,giscience,2016,10.1007/978-3-319-45738-3_15,2,Marc van Kreveld,0000-0001-8208-3468,orcid:0000-0001-8208-3468
giscience_2016_015,giscience,2016,10.1007/978-3-319-45738-3_15,3,Ross S. Purves,0000-0002-9878-9243,orcid:0000-0002-9878-9243
giscience_2016_015,giscience,2016,10.1007/978-3-319-45738-3_15,4,Bettina Speckmann,0000-0002-8514-7858,orcid:0000-0002-8514-7858
giscience_2016_015,giscience,2016,10.1007/978-3-319-45738-3_15,5,Yaguang Tao,0000-0002-6335-1452,orcid:0000-0002-6335-1452
giscience_2016_015,giscience,2016,10.1007/978-3-319-45738-3_15,6,Kevin Verbeek,0000-0003-3052-4844,orcid:0000-0003-3052-4844
giscience_2016_015,giscience,2016,10.1007/978-3-319-45738-3_15,7,Jo Wood,0000-0001-9270-247X,orcid:0000-0001-9270-247X
giscience_2018_006,giscience,2018,10.4230/LIPIcs.GIScience.2018.6,1,Myeong‐Hun Jeong,0000-0003-4850-8121,orcid:0000-0003-4850-8121
giscience_2018_006,giscience,2018,10.4230/LIPIcs.GIScience.2018.6,2,Junjun Yin,0000-0002-4196-2439,orcid:0000-0002-4196-2439
giscience_2018_006,giscience,2018,10.4230/LIPIcs.GIScience.2018.6,3,Shaowen Wang,0000-0001-5848-590X,orcid:0000-0001-5848-590X
giscience_2018_014,giscience,2018,10.4230/LIPIcs.GIScience.2018.14,1,Rudra Ranajee Saha,,name:ranajee rudra saha
giscience_2018_014,giscience,2018,10.4230/LIPIcs.GIScience.2018.14,2,Tanzima Hashem,0000-0003-1288-5785,orcid:0000-0003-1288-5785
giscience_2018_014,giscience,2018,10.4230/LIPIcs.GIScience.2018.14,3,Tasmia Shahriar,0000-0003-0199-7757,orcid:0000-0003-0199-7757
giscience_2018_014,giscience,2018,10.4230/LIPIcs.GIScience.2018.14,4,Lars Kulik,,name:kulik lars
giscience_2021_006,giscience,2020,10.4230/lipics.giscience.2021.i.6,1,"Hu, Yingjie",0000-0002-5515-4125,orcid:0000-0002-5515-4125
giscience_2021_006,giscience,2020,10.4230/lipics.giscience.2021.i.6,2,"Wang, Jimin",,name:jimin wang
giscience_2021_014,giscience,2020,10.4230/lipics.giscience.2021.i.14,1,Fateme Teimouri,,name:fateme teimouri
giscience_2021_014,giscience,2020,10.4230/lipics.giscience.2021.i.14,2,Kai‐Florian Richter,0000-0001-5629-0981,orcid:0000-0001-5629-0981
giscience_2021_022,giscience,2021,10.4230/lipics.giscience.2021.ii.6,1,Peter Rottmann,0000-0003-3926-4938,orcid:0000-0003-3926-4938
giscience_2021_022,giscience,2021,10.4230/lipics.giscience.2021.ii.6,2,Anne Driemel,0000-0002-1943-2589,orcid:0000-0002-1943-2589
giscience_2021_022,giscience,2021,10.4230/lipics.giscience.2021.ii.6,3,Herman Haverkort,,name:haverkort herman
giscience_2021_022,giscience,2021,10.4230/lipics.giscience.2021.ii.6,4,Heiko Röglin,0009-0006-8438-3986,orcid:0009-0006-8438-3986
giscience_2021_022,giscience,2021,10.4230/lipics.giscience.2021.ii.6,5,Jan‐Henrik Haunert,0000-0001-8005-943X,orcid:0000-0001-8005-943X
giscience_2023_005,giscience,2023,10.4230/LIPIcs.GIScience.2023.5,1,Jonathan Klawitter,0000-0001-8917-5269,orcid:0000-0001-8917-5269
giscience_2023_005,giscience,2023,10.4230/LIPIcs.GIScience.2023.5,2,Felix Klesen,0000-0003-1136-5673,orcid:0000-0003-1136-5673
giscience_2023_005,giscience,2023,10.4230/LIPIcs.GIScience.2023.5,3,Joris Y. Scholl,,name:joris scholl
giscience_2023_005,giscience,2023,10.4230/LIPIcs.GIScience.2023.5,4,Thomas C. van Dijk,,orcid:0000-0001-6553-7317
giscience_2023_005,giscience,2023,10.4230/LIPIcs.GIScience.2023.5,5,Alexander Zaft,,name:alexander zaft
agile_2017_005,agile,2017,10.1007/978-3-319-56759-4_5,1,Laura Knoth,0000-0002-0708-8549,orcid:0000-0002-0708-8549
agile_2017_005,agile,2017,10.1007/978-3-319-56759-4_5,2,Manfred Mittlboeck,0000-0002-6562-7889,orcid:0000-0002-6562-7889
agile_2017_005,agile,2017,10.1007/978-3-319-56759-4_5,3,Bernhard Vockner,0000-0003-0026-3778,orcid:0000-0003-0026-3778
agile_2018_003,agile,2018,10.1007/978-3-319-78208-9_3,1,Matteo Gentilucci,0000-0002-5826-5031,orcid:0000-0002-5826-5031
agile_2018_003,agile,2018,10.1007/978-3-319-78208-9_3,2,Carlo Bisci,0000-0002-7701-5708,orcid:0000-0002-7701-5708
agile_2018_003,agile,2018,10.1007/978-3-319-78208-9_3,3,Peter Burt,,name:burt peter
agile_2018_003,agile,2018,10.1007/978-3-319-78208-9_3,4,Massimilano Fazzini,,name:fazzini massimilano
agile_2018_003,agile,2018,10.1007/978-3-319-78208-9_3,5,Carmela Vaccaro,0000-0002-4954-8697,orcid:0000-0002-4954-8697
agile_2018_011,agile,2018,10.1007/978-3-319-78208-9_11,1,Toshihiro Osaragi,0000-0002-6327-3976,orcid:0000-0002-6327-3976
agile_2018_011,agile,2018,10.1007/978-3-319-78208-9_11,2,Ikki Niwa,,name:ikki niwa
agile_2018_019,agile,2018,10.1007/978-3-319-78208-9_19,1,Carsten Keßler,0000-0002-9724-820X,orcid:0000-0002-9724-820X
agile_2018_019,agile,2018,10.1007/978-3-319-78208-9_19,2,Enid L. Lotstein,,name:enid lotstein
agile_2017_013,agile,2017,10.1007/978-3-319-56759-4_13,1,Thomas Liebig,0000-0002-9841-1101,orcid:0000-0002-9841-1101
agile_2017_013,agile,2017,10.1007/978-3-319-56759-4_13,2,Sebastian Peter,,name:peter sebastian
agile_2017_013,agile,2017,10.1007/978-3-319-56759-4_13,3,Maciej Grzenda,0000-0002-5440-4954,orcid:0000-0002-5440-4954
agile_2017_013,agile,2017,10.1007/978-3-319-56759-4_13,4,Konstanty Junosza-Szaniawski,0000-0003-0352-8583,orcid:0000-0003-0352-8583
agile_2019_002,agile,2019,10.1007/978-3-030-14745-7_2,1,Gengchen Mai,0000-0002-7818-7309,orcid:0000-0002-7818-7309
agile_2019_002,agile,2019,10.1007/978-3-030-14745-7_2,2,Bo Yan,0000-0002-4248-7203,orcid:0000-0002-4248-7203
agile_2019_002,agile,2019,10.1007/978-3-030-14745-7_2,3,Krzysztof Janowicz,0009-0003-1968-887X,orcid:0009-0003-1968-887X
agile_2019_002,agile,2019,10.1007/978-3-030-14745-7_2,4,Rui Zhu,0000-0002-8910-9445,orcid:0000-0002-8910-9445
agile_2019_010,agile,2019,10.1007/978-3-030-14745-7_10,1,Yuki Akiyama,0000-0002-8790-0364,orcid:0000-0002-8790-0364
agile_2019_010,agile,2019,10.1007/978-3-030-14745-7_10,2,Akihiro Ueda,,name:akihiro ueda
agile_2019_010,agile,2019,10.1007/978-3-030-14745-7_10,3,Kenta Ouchi,,name:kenta ouchi
agile_2019_010,agile,2019,10.1007/978-3-030-14745-7_10,4,Natsuki Ito,,name:ito natsuki
agile_2019_010,agile,2019,10.1007/978-3-030-14745-7_10,5,Yoshiya Ono,,name:ono yoshiya
agile_2019_010,agile,2019,10.1007/978-3-030-14745-7_10,6,Hideo Takaoka,,name:hideo takaoka
agile_2019_010,agile,2019,10.1007/978-3-030-14745-7_10,7,Kohta Hisadomi,,name:hisadomi kohta
agile_2019_018,agile,2019,10.1007/978-3-030-14745-7_18,1,Andrea Ballatore,0000-0003-3477-7654,orcid:0000-0003-3477-7654
agile_2019_018,agile,2019,10.1007/978-3-030-14745-7_18,2,Will McClintock,0000-0002-6807-7608,orcid:0000-0002-6807-7608
agile_2019_018,agile,2019,10.1007/978-3-030-14745-7_18,3,Grace Goldberg,,name:goldberg grace
agile_2019_018,agile,2019,10.1007/978-3-030-14745-7_18,4,W. Kühn,0000-0002-4491-0132,orcid:0000-0002-4491-0132
agile_2021_014,agile,2021,10.5194/agile-giss-2-14-2021,1,Meilin Shi,0000-0001-6039-7810,orcid:0000-0001-6039-7810
agile_2021_014,agile,2021,10.5194/agile-giss-2-14-2021,2,Krzysztof Janowicz,,orcid:0009-0003-1968-887X
agile_2021_014,agile,2021,10.5194/agile-giss-2-14-2021,3,Ling Cai,0000-0001-7106-4907,orcid:0000-0001-7106-4907
agile_2021_014,agile,2021,10.5194/agile-giss-2-14-2021,4,Gengchen Mai,0000-0002-7818-7309,orcid:0000-0002-7818-7309
agile_2021_014,agile,2021,10.5194/agile-giss-2-14-2021,5,Rui Zhu,0000-0001-8790-4712,orcid:0000-0001-8790-4712
agile_2020_005,agile,2020,10.5194/agile-giss-1-6-2020,1,Majid Hojati,0000-0001-7350-0055,orcid:0000-0001-7350-0055
agile_2020_005,agile,2020,10.5194/agile-giss-1-6-2020,2,Colin Robertson,0000-0003-0998-2971,orcid:0000-0003-0998-2971
agile_2020_013,agile,2020,10.5194/agile-giss-1-14-2020,1,Grant McKenzie,0000-0003-3247-2777,orcid:0000-0003-3247-2777
agile_2020_013,agile,2020,10.5194/agile-giss-1-14-2020,2,Krzysztof Janowicz,,orcid:0009-0003-1968-887X
agile_2020_013,agile,2020,10.5194/agile-giss-1-14-2020,3,Carsten Keßler,0000-0002-9724-820X,orcid:0000-0002-9724-820X
agile_2020_021,agile,2020,10.5194/agile-giss-1-22-2020,1,Jingyi Xiao,0000-0001-8328-6363,orcid:0000-0001-8328-6363
agile_2020_021,agile,2020,10.5194/agile-giss-1-22-2020,2,Rongxiang Su,0000-0003-1966-7289,orcid:0000-0003-1966-7289
agile_2020_021,agile,2020,10.5194/agile-giss-1-22-2020,3,Elizabeth C. McBride,0000-0002-8692-5869,orcid:0000-0002-8692-5869
agile_2020_021,agile,2020,10.5194/agile-giss-1-22-2020,4,Konstadinos G. Goulias,0000-0002-7436-9447,orcid:0000-0002-7436-9447
agile_2022_003,agile,2022,10.5194/agile-giss-3-3-2022,1,Haojun Cai,,name:cai haojun
agile_2022_003,agile,2022,10.5194/agile-giss-3-3-2022,2,Yanan Xin,0000-0003-3866-821X,orcid:0000-0003-3866-821X
agile_2022_003,agile,2022,10.5194/agile-giss-3-3-2022,3,Henry Martin,0000-0002-0456-8539,orcid:0000-0002-0456-8539
agile_2022_003,agile,2022,10.5194/agile-giss-3-3-2022,4,Martin Raubal,,orcid:0000-0001-5951-6835
agile_2022_011,agile,2022,10.5194/agile-giss-3-11-2022,1,Lasith Niroshan,0000-0002-9868-8338,orcid:0000-0002-9868-8338
agile_2022_011,agile,2022,10.5194/agile-giss-3-11-2022,2,James D. Carswell,0000-0002-4766-7297,orcid:0000-0002-4766-7297
agile_2022_019,agile,2022,10.5194/agile-giss-3-19-2022,1,Nina Wiedemann,0000-0002-8160-7634,orcid:0000-0002-8160-7634
agile_2022_019,agile,2022,10.5194/agile-giss-3-19-2022,2,Henry Martin,0000-0002-0456-8539,orcid:0000-0002-0456-8539
agile_2022_019,agile,2022,10.5194/agile-giss-3-19-2022,3,Martin Raubal,0000-0001-5951-6835,orcid:0000-0001-5951-6835
agile_2023_001,agile,2023,10.5194/agile-giss-4-2-2023,1,Reza Arabsheibani,0000-0003-2224-3823,orcid:0000-0003-2224-3823
agile_2023_001,agile,2023,10.5194/agile-giss-4-2-2023,2,Ehsan Hamzei,0000-0002-4712-230X,orcid:0000-0002-4712-230X
agile_2023_001,agile,2023,10.5194/agile-giss-4-2-2023,3,Kimia Amoozandeh,0000-0001-7749-0966,orcid:0000-0001-7749-0966
agile_2023_001,agile,2023,10.5194/agile-giss-4-2-2023,4,Stephan Winter,0000-0002-3403-6939,orcid:0000-0002-3403-6939
agile_2023_001,agile,2023,10.5194/agile-giss-4-2-2023,5,Martin Tomko,0000-0002-5736-4679,orcid:0000-0002-5736-4679
agile_2023_009,agile,2023,10.5194/agile-giss-4-10-2023,1,Enkhbold Nyamsuren,0000-0002-3680-9907,orcid:0000-0002-3680-9907
agile_2023_009,agile,2023,10.5194/agile-giss-4-10-2023,2,Haiqi Xu,,name:haiqi xu
agile_2023_009,agile,2023,10.5194/agile-giss-4-10-2023,3,Eric Top,0000-0002-7748-7326,orcid:0000-0002-7748-7326
agile_2023_009,agile,2023,10.5194/agile-giss-4-10-2023,4,Simon Scheider,0000-0002-2267-4810,orcid:0000-0002-2267-4810
agile_2023_009,agile,2023,10.5194/agile-giss-4-10-2023,5,Niels Steenbergen,,name:niels steenbergen
agile_2024_003,agile,2024,10.5194/agile-giss-5-4-2024,1,Ioanna Gogousou,0009-0001-3200-7202,orcid:0009-0001-3200-7202
agile_2024_003,agile,2024,10.5194/agile-giss-5-4-2024,2,Manuela Canestrini,0009-0005-1501-8398,orcid:0009-0005-1501-8398
agile_2024_003,agile,2024,10.5194/agile-giss-5-4-2024,3,Negar Alinaghi,0000-0001-6594-4481,orcid:0000-0001-6594-4481
agile_2024_003,agile,2024,10.5194/agile-giss-5-4-2024,4,Dimitrios Michail,0000-0002-5316-6704,orcid:0000-0002-5316-6704
agile_2024_003,agile,2024,10.5194/agile-giss-5-4-2024,5,Ioannis Giannopoulos,0000-0002-2556-5230,orcid:0000-0002-2556-5230
agile_2024_011,agile,2024,10.5194/agile-giss-5-12-2024,1,Joseph Shingleton,0000-0002-1628-3231,orcid:0000-0002-1628-3231
agile_2024_011,agile,2024,10.5194/agile-giss-5-12-2024,2,Anahid Basiri,0000-0002-2399-1797,orcid:0000-0002-2399-1797
giscience_2016_008,giscience,2016,10.1007/978-3-319-45738-3_8,1,Joe Tuccillo,0000-0002-5930-0943,orcid:0000-0002-5930-0943
giscience_2016_008,giscience,2016,10.1007/978-3-319-45738-3_8,2,Barbara P. Buttenfield,0000-0001-5961-5809,orcid:0000-0001-5961-5809
giscience_2016_016,giscience,2016,10.1007/978-3-319-45738-3_16,1,Benjamin Adams,0000-0002-1657-9809,orcid:0000-0002-1657-9809
giscience_2016_016,giscience,2016,10.1007/978-3-319-45738-3_16,2,Mark Gahegan,0000-0001-7209-8156,orcid:0000-0001-7209-8156
giscience_2018_007,giscience,2018,10.4230/LIPIcs.GIScience.2018.7,1,Markus Kattenbeck,0000-0001-6028-0428,orcid:0000-0001-6028-0428
giscience_2018_007,giscience,2018,10.4230/LIPIcs.GIScience.2018.7,2,Eva Nuhn,0000-0003-2443-8122,orcid:0000-0003-2443-8122
giscience_2018_007,giscience,2018,10.4230/LIPIcs.GIScience.2018.7,3,Sabine Timpf,0000-0002-7964-4110,orcid:0000-0002-7964-4110
giscience_2018_015,giscience,2018,10.4230/LIPIcs.GIScience.2018.15,1,Joram Schito,0000-0003-1138-8496,orcid:0000-0003-1138-8496
giscience_2018_015,giscience,2018,10.4230/LIPIcs.GIScience.2018.15,2,Ulrike Wissen Hayek,0000-0002-6314-5018,orcid:0000-0002-6314-5018
giscience_2018_015,giscience,2018,10.4230/LIPIcs.GIScience.2018.15,3,Martin Raubal,0000-0001-5951-6835,orcid:0000-0001-5951-6835
giscience_2021_007,giscience,2020,10.4230/lipics.giscience.2021.i.7,1,D. Sinclair,0000-0002-6125-8430,orcid:0000-0002-6125-8430
giscience_2021_015,giscience,2020,10.4230/lipics.giscience.2021.i.16,1,Marc van Kreveld,0000-0001-8208-3468,orcid:0000-0001-8208-3468
giscience_2021_015,giscience,2020,10.4230/lipics.giscience.2021.i.16,2,Tim Ophelders,0000-0002-9570-024X,orcid:0000-0002-9570-024X
giscience_2021_015,giscience,2020,10.4230/lipics.giscience.2021.i.16,3,Willem Sonke,0000-0001-9553-7385,orcid:0000-0001-9553-7385
giscience_2021_015,giscience,2020,10.4230/lipics.giscience.2021.i.16,4,Bettina Speckmann,0000-0002-8514-7858,orcid:0000-0002-8514-7858
giscience_2021_015,giscience,2020,10.4230/lipics.giscience.2021.i.16,5,Kevin Verbeek,0000-0003-3052-4844,orcid:0000-0003-3052-4844
giscience_2021_023,giscience,2021,10.4230/lipics.giscience.2021.ii.7,1,Bram Custers,,name:bram custers
giscience_2021_023,giscience,2021,10.4230/lipics.giscience.2021.ii.7,2,Wouter Meulemans,0000-0002-4978-3400,orcid:0000-0002-4978-3400
giscience_2021_023,giscience,2021,10.4230/lipics.giscience.2021.ii.7,3,Bettina Speckmann,0000-0002-8514-7858,orcid:0000-0002-8514-7858
giscience_2021_023,giscience,2021,10.4230/lipics.giscience.2021.ii.7,4,Kevin Verbeek,0000-0003-3052-4844,orcid:0000-0003-3052-4844
giscience_2023_006,giscience,2023,10.4230/LIPIcs.GIScience.2023.6,1,"Koukouraki, Eftychia",0000-0003-0928-1139,orcid:0000-0003-0928-1139
giscience_2023_006,giscience,2023,10.4230/LIPIcs.GIScience.2023.6,2,"Kray, Christian",0000-0002-4199-8976,orcid:0000-0002-4199-8976
agile_2018_008,agile,2018,10.1007/978-3-319-78208-9_8,1,Andrea Ballatore,0000-0003-3477-7654,orcid:0000-0003-3477-7654
agile_2018_008,agile,2018,10.1007/978-3-319-78208-9_8,2,Stefano De Sabbata,0000-0002-2750-7579,orcid:0000-0002-2750-7579
agile_2018_016,agile,2018,10.1007/978-3-319-78208-9_16,1,Hao Cheng,0000-0002-3254-4796,orcid:0000-0002-3254-4796
agile_2018_016,agile,2018,10.1007/978-3-319-78208-9_16,2,Monika Sester,0000-0002-6656-8809,orcid:0000-0002-6656-8809
agile_2017_002,agile,2017,10.1007/978-3-319-56759-4_2,1,Sidgley Camargo de Andrade,0000-0003-0371-7835,orcid:0000-0003-0371-7835
agile_2017_002,agile,2017,10.1007/978-3-319-56759-4_2,2,Camilo Restrepo‐Estrada,0000-0001-7953-1768,orcid:0000-0001-7953-1768
agile_2017_002,agile,2017,10.1007/978-3-319-56759-4_2,3,Alexandre C. B. Delbem,0000-0003-1810-1742,orcid:0000-0003-1810-1742
agile_2017_002,agile,2017,10.1007/978-3-319-56759-4_2,4,Eduardo Mário Mendiondo,0000-0003-2319-2773,orcid:0000-0003-2319-2773
agile_2017_002,agile,2017,10.1007/978-3-319-56759-4_2,5,João Porto de Albuquerque,0000-0002-3160-3168,orcid:0000-0002-3160-3168
agile_2017_010,agile,2017,10.1007/978-3-319-56759-4_10,1,Fabian Bock,,name:bock fabian
agile_2017_010,agile,2017,10.1007/978-3-319-56759-4_10,2,Yuri Attanasio,,name:attanasio yuri
agile_2017_010,agile,2017,10.1007/978-3-319-56759-4_10,3,Sergio Di Martino,0000-0002-1019-9004,orcid:0000-0002-1019-9004
agile_2020_002,agile,2020,10.5194/agile-giss-1-3-2020,1,José Duarte,0000-0002-7552-1551,orcid:0000-0002-7552-1551
agile_2020_002,agile,2020,10.5194/agile-giss-1-3-2020,2,Paulo Dias,0000-0002-3754-2749,orcid:0000-0002-3754-2749
agile_2020_002,agile,2020,10.5194/agile-giss-1-3-2020,3,José Moreira,0000-0003-4633-6944,orcid:0000-0003-4633-6944
agile_2020_010,agile,2020,10.5194/agile-giss-1-11-2020,1,Pauline Krieger,,name:krieger pauline
agile_2020_010,agile,2020,10.5194/agile-giss-1-11-2020,2,Markus Kattenbeck,0000-0001-6028-0428,orcid:0000-0001-6028-0428
agile_2020_010,agile,2020,10.5194/agile-giss-1-11-2020,3,Bernd Ludwig,0000-0003-3599-2081,orcid:0000-0003-3599-2081
agile_2020_010,agile,2020,10.5194/agile-giss-1-11-2020,4,Johannes Helmbrecht,,name:helmbrecht johannes
agile_2020_010,agile,2020,10.5194/agile-giss-1-11-2020,5,Ioannis Giannopoulos,0000-0002-2556-5230,orcid:0000-0002-2556-5230
agile_2020_018,agile,2020,10.5194/agile-giss-1-19-2020,1,INNOCENSIA OWUOR,0000-0001-8976-1823,orcid:0000-0001-8976-1823
agile_2020_018,agile,2020,10.5194/agile-giss-1-19-2020,2,Hartwig H. Hochmair,0000-0002-7064-8238,orcid:0000-0002-7064-8238
agile_2020_018,agile,2020,10.5194/agile-giss-1-19-2020,3,Sreten Cvetojevic,0000-0001-6069-5324,orcid:0000-0001-6069-5324
agile_2019_007,agile,2019,10.1007/978-3-030-14745-7_7,1,Gamze Dane,0000-0001-6107-2727,orcid:0000-0001-6107-2727
agile_2019_007,agile,2019,10.1007/978-3-030-14745-7_7,2,Tao Feng,0000-0002-5759-3164,orcid:0000-0002-5759-3164
agile_2019_007,agile,2019,10.1007/978-3-030-14745-7_7,3,Floor Luub,,name:floor luub
agile_2019_007,agile,2019,10.1007/978-3-030-14745-7_7,4,Theo Arentze,0000-0003-2551-8650,orcid:0000-0003-2551-8650
agile_2019_015,agile,2019,10.1007/978-3-030-14745-7_15,1,Carmen Huber,0000-0002-3744-4663,orcid:0000-0002-3744-4663
agile_2019_015,agile,2019,10.1007/978-3-030-14745-7_15,2,Claus Rinner,0000-0002-3847-5664,orcid:0000-0002-3847-5664
agile_2021_003,agile,2021,10.5194/agile-giss-2-3-2021,1,Dafni Karkasina,,name:dafni karkasina
agile_2021_003,agile,2021,10.5194/agile-giss-2-3-2021,2,Margarita Kokla,0000-0002-0369-7099,orcid:0000-0002-0369-7099
agile_2021_003,agile,2021,10.5194/agile-giss-2-3-2021,3,Eleni Tomai,0000-0003-1162-7389,orcid:0000-0003-1162-7389
agile_2021_011,agile,2021,10.5194/agile-giss-2-11-2021,1,Ramish Satari,0009-0009-1663-3172,orcid:0009-0009-1663-3172
agile_2021_011,agile,2021,10.5194/agile-giss-2-11-2021,2,Bashir Kazimi,0000-0003-1802-7511,orcid:0000-0003-1802-7511
agile_2021_011,agile,2021,10.5194/agile-giss-2-11-2021,3,Monika Sester,0000-0002-6656-8809,orcid:0000-0002-6656-8809
